permno,permco,date,prc,shrout,market_equity,ticker,comnam,shrcd,exchcd,ncusip,rank
17778,540,2022-12-30,468710.96875,597.0,279820448.34375,BRK,BERKSHIRE HATHAWAY INC DEL,11,1,08467010,23
11308,20468,2022-12-30,63.61,4324513.0,275082271.93,KO,COCA COLA CO,11,1,19121610,24
13407,54084,2022-12-30,120.34,2247000.0,270403980.0,META,META PLATFORMS INC,11,3,30303M10,25
59408,3151,2022-12-30,33.12,8022432.0,265702947.83999997,BAC,BANK OF AMERICA CORP,11,1,06050510,26
13856,21384,2022-12-30,180.66,1377000.0,248768820.0,PEP,PEPSICO INC,11,3,71344810,27
93002,53196,2022-12-30,559.13,417886.0,233652599.18,AVGO,BROADCOM INC,11,3,11135F10,28
10104,8045,2022-12-30,81.74,2696253.0,220391720.22,ORCL,ORACLE CORP,11,1,68389X10,29
62092,4557,2022-12-30,550.69,392196.0,215978415.24,TMO,THERMO FISHER SCIENTIFIC INC,11,1,88355610,30
87055,7882,2022-12-30,456.5,443729.0,202562288.5,COST,COSTCO WHOLESALE CORP NEW,11,3,22160K10,31
76076,10486,2022-12-30,47.64,4108103.0,195710026.92000002,CSCO,CISCO SYSTEMS INC,11,3,17275R10,32
49680,20557,2022-12-30,265.42001,727963.0,193215946.73962998,DHR,DANAHER CORP,11,1,23585110,33
43449,21177,2022-12-30,263.53,732424.0,193015696.71999997,MCD,MCDONALDS CORP,11,1,58013510,34
20482,20017,2022-12-30,109.79,1743574.0,191426989.46,ABT,ABBOTT LABORATORIES,11,1,00282410,35
91937,52120,2022-12-30,140.0,1233960.0,172754400.0,TMUS,T MOBILE U S INC,11,3,87259010,36
24205,20684,2022-12-30,83.6,1987164.0,166126910.39999998,NEE,NEXTERA ENERGY INC,11,1,65339F10,37
65875,20288,2022-12-30,39.4,4199817.0,165472789.79999998,VZ,VERIZON COMMUNICATIONS INC,11,1,92343V10,38
26403,20587,2022-12-30,86.88,1823592.0,158433672.95999998,DIS,DISNEY WALT CO,11,1,25468710,39
38703,21305,2022-12-30,41.29,3810491.0,157335173.39,WFC,WELLS FARGO & CO NEW,11,1,94974610,40
92602,52978,2022-12-30,101.21,1550202.0,156895944.42,PM,PHILIP MORRIS INTERNATIONAL INC,11,1,71817210,41
75510,8476,2022-12-30,336.53,462000.0,155476860.0,ADBE,ADOBE INC,11,3,00724F10,42
19393,20331,2022-12-30,71.95,2126160.0,152977212.0,BMY,BRISTOL MYERS SQUIBB CO,11,1,11012210,43
75186,21578,2022-12-30,83.26,1815846.0,151187337.96,SCHW,SCHWAB CHARLES CORP NEW,11,1,80851310,44
15579,21737,2022-12-30,165.22,906000.0,149689320.0,TXN,TEXAS INSTRUMENTS INC,11,3,88250810,45
17830,21832,2022-12-30,100.92,1470061.0,148358556.12,RTX,RAYTHEON TECHNOLOGIES CORP,11,1,75513E10,46
57665,3194,2022-12-30,117.01,1259688.0,147396092.88,NKE,NIKE INC,11,1,65410610,47
89525,43613,2022-12-30,34.97,4210675.0,147247304.75,CMCSA,COMCAST CORP NEW,11,3,20030N10,48
13928,21401,2022-12-30,118.0,1246071.0,147036378.0,COP,CONOCOPHILLIPS,11,1,20825C10,49
69032,21224,2022-12-30,85.02,1690109.0,143693067.18,MS,MORGAN STANLEY DEAN WITTER & CO,11,1,61744644,50
10145,22168,2022-12-30,214.3,667600.0,143066680.0,HON,HONEYWELL INTERNATIONAL INC,11,3,43851610,51
14008,216,2022-12-30,262.64001,534000.0,140249765.34,AMGN,AMGEN INC,11,3,03116210,52
90215,45288,2022-12-30,132.59,1000000.0,132590000.0,CRM,SALESFORCE INC,11,1,79466L30,53
89393,43145,2022-12-30,294.88,445347.0,131323923.36,NFLX,NETFLIX INC,11,3,64110L10,54
66093,21645,2022-12-30,18.41,7127000.0,131208070.0,T,A T & T INC,11,1,00206R10,55
19350,20566,2022-12-30,428.76001,298237.0,127872099.10237001,DE,DEERE & CO,11,1,24419910,56
21178,21110,2022-12-30,486.48999,262074.0,127496377.63926,LMT,LOCKHEED MARTIN CORP,11,1,53983010,57
12490,20990,2022-12-30,140.89,904126.0,127382312.13999999,IBM,INTERNATIONAL BUSINESS MACHS COR,11,1,45920010,58
48725,21810,2022-12-30,207.07001,614801.0,127306849.21801,UNP,UNION PACIFIC CORP,11,1,90781810,59
87447,36383,2022-12-30,173.84,729821.0,126872082.64,UPS,UNITED PARCEL SERVICE INC,11,1,91131210,60
18542,20408,2022-12-30,239.56,520409.0,124669180.04,CAT,CATERPILLAR INC,11,1,14912310,61
77178,11253,2022-12-30,109.94,1119000.0,123022860.0,QCOM,QUALCOMM INC,11,3,74752510,62
89179,42273,2022-12-30,512.96997,238828.0,122511591.99516,ELV,ELEVANCE HEALTH INC,11,1,03675210,63
17005,21185,2022-12-30,93.19,1313967.0,122448584.73,CVS,C V S HEALTH CORP,11,1,12665010,64
61399,2709,2022-12-30,199.24001,604703.0,120481031.76703,LOW,LOWES COMPANIES INC,11,1,54866110,65
86868,35048,2022-12-30,343.38,338635.0,116280486.3,GS,GOLDMAN SACHS GROUP INC,11,1,38141G10,66
77702,11592,2022-12-30,99.2,1148500.0,113931200.0,SBUX,STARBUCKS CORP,11,3,85524410,67
19561,20315,2022-12-30,190.49001,595983.0,113528807.62983,BA,BOEING CO,11,1,09702310,68
59176,90,2022-12-30,147.75,747233.0,110403675.75,AXP,AMERICAN EXPRESS CO,11,1,02581610,69
78975,12011,2022-12-30,389.22,280925.0,109341628.50000001,INTU,INTUIT INC,11,3,46120210,70
59328,2367,2022-12-30,26.43,4137000.0,109340910.0,INTC,INTEL CORP,11,3,45814010,71
17478,21179,2022-12-30,334.94,325800.0,109123452.0,SPGI,S & P GLOBAL INC,11,1,78409V10,72
77274,11300,2022-12-30,85.85,1247000.0,107054950.0,GILD,GILEAD SCIENCES INC,11,3,37555810,73
87267,36336,2022-12-30,708.63,150196.0,106433391.48,BLK,BLACKROCK INC,11,1,09247X10,74
61241,211,2022-12-30,64.77,1612000.0,104409240.0,AMD,ADVANCED MICRO DEVICES INC,11,3,00790310,75
64186,20357,2022-12-30,331.34,305739.0,101303560.25999999,CI,CIGNA CORP NEW,11,1,12552310,76
44644,20235,2022-12-30,238.86,414400.0,98983584.0,ADP,AUTOMATIC DATA PROCESSING INC,11,3,05301510,77
88352,37727,2022-12-30,265.35001,350034.0,92881525.40034,ISRG,INTUITIVE SURGICAL INC,11,3,46120E60,78
73139,4298,2022-12-30,244.49001,378430.0,92522354.4843,SYK,STRYKER CORP,11,1,86366710,79
40539,21949,2022-12-30,79.6,1155504.0,91978118.39999999,TJX,T J X COMPANIES INC NEW,11,1,87254010,80
12060,20792,2022-12-30,83.79,1092668.0,91554651.72000001,GE,GENERAL ELECTRIC CO,11,1,36960430,81
89006,41680,2022-12-30,66.65,1365891.0,91036635.15,MDLZ,MONDELEZ INTERNATIONAL INC,11,3,60920710,82
70519,20483,2022-12-30,45.23,1936853.0,87603861.19,C,CITIGROUP INC,11,1,17296742,83
24766,21303,2022-12-30,545.60999,153912.0,83975924.78088,NOC,NORTHROP GRUMMAN CORP,11,1,66680710,84
60871,282,2022-12-30,164.03,509296.0,83539822.88,ADI,ANALOG DEVICES INC,11,3,03265410,85
14702,194,2022-12-30,97.38,843610.0,82150741.8,AMAT,APPLIED MATERIALS INC,11,3,03822210,86
45751,21158,2022-12-30,165.48,496010.0,82079734.8,MMC,MARSH & MCLENNAN COS INC,11,1,57174810,87
13901,21398,2022-12-30,45.71,1792173.0,81920227.83,MO,ALTRIA GROUP INC,11,1,02209S10,88
15488,55341,2022-12-30,71.22,1136000.0,80905920.0,PYPL,PAYPAL HOLDINGS INC,11,3,70450Y10,89
27959,20608,2022-12-30,102.99,770063.0,79308788.36999999,DUK,DUKE ENERGY CORP NEW,11,1,26441C20,90
13447,54109,2022-12-30,388.26999,202400.0,78585845.976,NOW,SERVICENOW INC,11,1,81762P10,91
76614,10876,2022-12-30,721.48999,107800.0,77776620.922,REGN,REGENERON PHARMACEUTICALS INC,11,3,75886F10,92
18411,21640,2022-12-30,71.41,1088673.0,77742138.92999999,SO,SOUTHERN CO,11,1,84258710,93
86783,16454,2022-12-30,2015.28003,37863.0,76304547.77589,BKNG,BOOKING HOLDINGS INC,11,3,09857L10,94
75825,22113,2022-12-30,129.52,587389.0,76078623.28,EOG,EOG RESOURCES INC,11,1,26875P10,95
64390,3682,2022-12-30,129.71001,585070.0,75889435.55070001,PGR,PROGRESSIVE CORP OH,11,1,74331510,96
76744,11042,2022-12-30,288.78,257012.0,74219925.36,VRTX,VERTEX PHARMACEUTICALS INC,11,3,92532F10,97
39642,20284,2022-12-30,254.3,284268.0,72289352.4,BDX,BECTON DICKINSON & CO,11,1,07588710,98
18312,56611,2022-12-30,179.62,385000.0,69153700.0,MRNA,MODERNA INC,11,3,60770K10,99
49154,20561,2022-12-30,149.03999,460310.0,68604597.79689999,TGT,TARGET CORP,11,1,87612E10,100
28222,20030,2022-12-30,308.26001,221866.0,68392415.37866001,APD,AIR PRODUCTS & CHEMICALS INC,11,1,00915810,101
13788,54327,2022-12-30,146.55,466072.0,68302851.60000001,ZTS,ZOETIS INC,11,1,98978V10,102
12052,20791,2022-12-30,248.11,274549.0,68118352.39,GD,GENERAL DYNAMICS CORP,11,1,36955010,103
12622,53696,2022-12-30,239.96001,282717.0,67840774.14717,HCA,H C A HEALTHCARE INC,11,1,40412C10,104
56573,20968,2022-12-30,220.3,307186.0,67673075.8,ITW,ILLINOIS TOOL WORKS INC,11,1,45230810,105
22592,21205,2022-12-30,119.92,552743.0,66284940.56,MMM,3M CO,11,1,88579Y10,106
77605,29489,2022-12-30,46.27,1432311.0,66273029.970000006,BSX,BOSTON SCIENTIFIC CORP,11,1,10113710,107
18729,20473,2022-12-30,78.79,835214.0,65806511.06,CL,COLGATE PALMOLIVE CO,11,1,19416210,108
48653,20950,2022-12-30,512.19,126600.0,64843254.00000001,HUM,HUMANA INC,11,1,44485910,109
66157,1645,2022-12-30,43.61,1485823.0,64796741.03,USB,U S BANCORP DEL,11,1,90297330,110
11955,9804,2022-12-30,156.88,410477.0,64395631.76,WM,WASTE MANAGEMENT INC DEL,11,1,94106L10,111
62148,20370,2022-12-30,30.98,2066000.0,64004680.0,CSX,C S X CORP,11,3,12640810,112
60442,3685,2022-12-30,157.94,403319.0,63700202.86,PNC,P N C FINANCIAL SERVICES GRP INC,11,1,69347510,113
10696,8598,2022-12-30,101.07,630000.0,63674099.99999999,FISV,FISERV INC,11,3,33773810,114
36468,21609,2022-12-30,237.33,259143.0,61502408.190000005,SHW,SHERWIN WILLIAMS CO,11,1,82434810,115
89626,43791,2022-12-30,168.16,358929.0,60357500.64,CME,C M E GROUP INC,11,3,12572Q10,116
79678,12499,2022-12-30,76.55,784218.0,60031887.9,ATVI,ACTIVISION BLIZZARD INC,11,3,00507V10,117
82642,31196,2022-12-30,248.11,231270.0,57380399.7,EL,LAUDER ESTEE COS INC,11,1,51843910,118
90993,48793,2022-12-30,102.59,558552.0,57301849.68,ICE,INTERCONTINENTALEXCHANGE GRP INC,11,1,45866F10,119
34833,21322,2022-12-30,62.99,908914.0,57252492.86,OXY,OCCIDENTAL PETROLEUM CORP,11,1,67459910,120
71563,4163,2022-12-30,43.03,1326766.0,57090740.980000004,TFC,TRUIST FINANCIAL CORP,11,1,89832Q10,121
64311,21294,2022-12-30,246.42,231514.0,57049679.879999995,NSC,NORFOLK SOUTHERN CORP,11,1,65584410,122
48486,7013,2022-12-30,420.29999,135403.0,56909879.54597,LRCX,LAM RESH CORP,11,3,51280710,123
22103,20643,2022-12-30,96.06,591400.0,56809884.0,EMR,EMERSON ELECTRIC CO,11,1,29101110,124
87842,37138,2022-12-30,72.37,784606.0,56781936.220000006,MET,METLIFE INC,11,1,59156R10,125
93096,53264,2022-12-30,246.25,223575.0,55055343.75,DG,DOLLAR GENERAL CORP NEW,11,1,25667710,126
12872,53810,2022-12-30,116.39,468661.0,54547453.79,MPC,MARATHON PETROLEUM CORP,11,1,56585A10,127
53613,7065,2022-12-30,49.98,1091177.0,54537026.45999999,MU,MICRON TECHNOLOGY INC,11,3,59511210,128
81774,20763,2022-12-30,38.0,1429327.0,54314426.0,FCX,FREEPORT MCMORAN INC,11,1,35671D85,129
75241,21366,2022-12-30,228.39,237599.0,54265235.61,PXD,PIONEER NATURAL RESOURCES CO,11,1,72378710,130
81061,30521,2022-12-30,375.12,141793.0,53189390.160000004,MCK,MCKESSON H B O C INC,11,1,58155Q10,131
88031,7902,2022-12-30,101.53,522300.0,53029119.0,MNST,MONSTER BEVERAGE CORP NEW,11,3,61174X10,132
79103,12097,2022-12-30,844.03003,62353.0,52627804.46059,ORLY,O REILLY AUTOMOTIVE INC NEW,11,3,67103H10,133
92257,52705,2022-12-30,122.76,425427.0,52225418.52,VMW,VMWARE INC,11,1,92856340,134
46886,2551,2022-12-30,377.03,138480.0,52211114.4,KLAC,K L A CORP,11,3,48248010,135
92108,52388,2022-12-30,74.19,701781.0,52065132.39,BX,BLACKSTONE INC,11,1,09260D10,136
12308,17322,2022-12-30,339.10001,152651.0,51763955.62651,CHTR,CHARTER COMMUNICATIONS INC NEW,11,3,16119P10,137
64936,20592,2022-12-30,61.32,833275.0,51096423.0,D,DOMINION ENERGY INC,11,1,25746U10,138
48506,20610,2022-12-30,278.62,183200.0,51043184.0,MCO,MOODYS CORP,11,1,61536910,139
10516,20207,2022-12-30,92.85,549334.0,51005661.9,ADM,ARCHER DANIELS MIDLAND CO,11,1,03948310,140
17942,56438,2022-12-30,35.66,1408394.0,50223330.03999999,KDP,KEURIG DR PEPPER INC,11,3,49271V10,141
15408,55296,2022-12-30,40.71,1225000.0,49869750.0,KHC,KRAFT HEINZ CO,11,3,50075410,142
17144,20798,2022-12-30,83.85,589611.0,49438882.349999994,GIS,GENERAL MILLS INC,11,1,37033410,143
18576,56719,2022-12-30,24.73,1994407.0,49321685.11,UBER,UBER TECHNOLOGIES INC,11,1,90353T10,144
13356,54048,2022-12-30,104.08,472632.0,49191538.56,PSX,PHILLIPS 66,11,1,71854610,145
85269,32066,2022-12-30,126.86,385523.0,48907447.78,VLO,VALERO ENERGY CORP NEW,11,1,91913Y10,146
24109,20077,2022-12-30,94.95,513866.0,48791576.7,AEP,AMERICAN ELECTRIC POWER CO INC,11,3,02553710,147
77357,11361,2022-12-30,319.29001,152417.0,48665225.454169996,SNPS,SYNOPSYS INC,11,3,87160710,148
86136,34798,2022-12-30,154.53999,314333.0,48577018.67667,SRE,SEMPRA ENERGY,11,1,81685110,149
12369,53554,2022-12-30,33.64,1420697.0,47792247.08,GM,GENERAL MOTORS CO,11,1,37045V10,150
66800,137,2022-12-30,63.24,742980.0,46986055.2,AIG,AMERICAN INTERNATIONAL GROUP INC,11,1,02687478,151
76605,29009,2022-12-30,2466.17993,18981.0,46810561.251329996,AZO,AUTOZONE INC,11,1,05333210,152
82800,31574,2022-12-30,60.39,773098.0,46687388.22,SCCO,SOUTHERN COPPER CORP,11,1,84265V10,153
89269,42540,2022-12-30,82.01,566260.0,46438982.6,CNC,CENTENE CORP DEL,11,1,15135B10,154
19654,57255,2022-12-30,143.53999,321600.0,46162460.783999994,SNOW,SNOWFLAKE INC,11,1,83344510,155
87657,36952,2022-12-30,74.61,618260.0,46128378.6,EW,EDWARDS LIFESCIENCES CORP,11,1,28176E10,156
25785,20750,2022-12-30,11.63,3949642.0,45934336.46,F,FORD MOTOR CO DEL,11,1,34537086,157
23660,6304,2022-12-30,451.62,101620.0,45893624.4,CTAS,CINTAS CORP,11,3,17290810,158
85913,30005,2022-12-30,148.89,308121.0,45876135.69,MAR,MARRIOTT INTERNATIONAL INC NEW,11,3,57190320,159
77338,11344,2022-12-30,432.09,106052.0,45824008.68,ROP,ROPER TECHNOLOGIES INC,11,1,77669610,160
17750,21055,2022-12-30,135.75,337492.0,45814539.0,KMB,KIMBERLY CLARK CORP,11,1,49436810,161
84769,31967,2022-12-30,76.14,595095.0,45310533.3,APH,AMPHENOL CORP NEW,11,1,03209510,162
57904,92,2022-12-30,71.94,621789.0,44731500.66,AFL,AFLAC INC,11,1,00105510,163
87432,36364,2022-12-30,149.64999,296072.0,44307171.83928,A,AGILENT TECHNOLOGIES INC,11,1,00846U10,164
59459,4293,2022-12-30,187.49001,234348.0,43937908.86348,TRV,TRAVELERS COMPANIES INC,11,1,89417E10,165
11403,9245,2022-12-30,160.64,272675.0,43802512.0,CDNS,CADENCE DESIGN SYSTEMS INC,11,3,12738710,166
90664,46559,2022-12-30,113.24,386300.0,43744612.0,DXCM,DEXCOM INC,11,3,25213110,167
28484,20064,2022-12-30,141.82001,308308.0,43724243.643079996,HES,HESS CORP,11,1,42809H10,168
60628,1685,2022-12-30,173.2,252397.0,43715160.4,FDX,FEDEX CORP,11,1,31428X10,169
22779,21230,2022-12-30,257.70999,167203.0,43089883.45797,MSI,MOTOROLA SOLUTIONS INC,11,1,62007630,170
21776,21396,2022-12-30,43.23,994000.0,42970620.0,EXC,EXELON CORP,11,3,30161N10,171
69796,1015,2022-12-30,231.75,184466.0,42749995.5,STZ,CONSTELLATION BRANDS INC,11,1,21036P10,172
92221,52670,2022-12-30,846.23999,50258.0,42530329.41742,MELI,MERCADOLIBRE INC,11,3,58733R10,173
13511,54139,2022-12-30,139.53999,302357.0,42190892.75643,PANW,PALO ALTO NETWORKS INC,11,3,69743510,174
18592,56723,2022-12-30,58.78,714492.0,41997839.76,CTVA,CORTEVA INC,11,1,22052L10,175
61621,6333,2022-12-30,115.56,360467.0,41655566.52,PAYX,PAYCHEX INC,11,3,70432610,176
70578,1467,2022-12-30,145.56,284828.0,41459563.68,ECL,ECOLAB INC,11,1,27886510,177
86228,34838,2022-12-30,128.99001,316001.0,40760972.150010005,RSG,REPUBLIC SERVICES INC,11,1,76075910,178
12558,53667,2022-12-30,18.08,2247742.0,40639175.36,KMI,KINDER MORGAN INC,11,1,49456B10,179
85631,7623,2022-12-30,186.87,215767.0,40320379.29,ADSK,AUTODESK INC,11,3,05276910,180
89003,41673,2022-12-30,67.85,593379.0,40260765.15,FIS,FIDELITY NATIONAL INFO SVCS INC,11,1,31620M10,181
87137,35222,2022-12-30,61.51,653700.0,40209087.0,DVN,DEVON ENERGY CORP NEW,11,1,25179M10,182
38156,21923,2022-12-30,32.9,1218340.0,40083386.0,WMB,WILLIAMS COS,11,1,96945710,183
11990,53463,2022-12-30,46.42,861112.0,39972819.04,KKR,K K R & CO INC,11,1,48251W10,184
91556,7684,2022-12-30,116.07,344371.0,39971141.97,ROST,ROSS STORES INC,11,3,77829610,185
76841,11112,2022-12-30,276.92001,144000.0,39876481.44,BIIB,BIOGEN INC,11,3,09062X10,186
38093,7094,2022-12-30,188.53999,210840.0,39751771.4916,AJG,GALLAGHER ARTHUR J & CO,11,1,36357610,187
25582,20883,2022-12-30,208.21001,190403.0,39643810.534030005,LHX,L3HARRIS TECHNOLOGIES INC,11,1,50243110,188
92203,52547,2022-12-30,320.38,122399.0,39214191.62,LULU,LULULEMON ATHLETICA INC,11,3,55002110,189
52038,21698,2022-12-30,76.45,506768.0,38742413.6,SYY,SYSCO CORP,11,1,87182910,190
23931,21300,2022-12-30,70.11,549578.0,38530913.58,XEL,X C E L ENERGY INC,11,3,98389B10,191
78987,12027,2022-12-30,70.25,547792.0,38482388.0,MCHP,MICROCHIP TECHNOLOGY INC,11,3,59501710,192
91068,50184,2022-12-30,1387.48999,27721.0,38462610.01279,CMG,CHIPOTLE MEXICAN GRILL INC,11,1,16965610,193
93132,53286,2022-12-30,48.89,781500.0,38207535.0,FTNT,FORTINET INC,11,3,34959E10,194
13911,54401,2022-12-30,204.89,185740.0,38056268.599999994,IQV,IQVIA HOLDINGS INC,11,1,46266C10,195
21207,21286,2022-12-30,47.2,793739.0,37464480.800000004,NEM,NEWMONT CORP,11,1,65163910,196
41355,21367,2022-12-30,291.0,128406.0,37366146.0,PH,PARKER HANNIFIN CORP,11,1,70109410,197
84723,15434,2022-12-30,149.96001,248659.0,37288906.126590006,LNG,CHENIERE ENERGY INC,11,2,16411R20,198
92402,52840,2022-12-30,465.17001,79958.0,37194063.65958,MSCI,M S C I INC,11,1,55354G10,199
14714,54907,2022-12-30,121.35,305573.0,37081283.55,ANET,ARISTA NETWORKS INC,11,1,04041310,200
49656,20265,2022-12-30,45.52,808280.0,36792905.6,BK,BANK OF NEW YORK MELLON CORP,11,1,06405810,201
90505,46024,2022-12-30,48.07,764166.0,36733459.62,LVS,LAS VEGAS SANDS CORP,11,1,51783410,202
89258,42524,2022-12-30,99.46,368000.0,36601280.0,PRU,PRUDENTIAL FINANCIAL INC,11,1,74432010,203
12591,53688,2022-12-30,63.79,572284.0,36505996.36,APO,APOLLO GLOBAL MANAGEMENT INC NEW,11,1,03769M10,204
13323,54026,2022-12-30,264.95999,136441.0,36151405.99559,ENPH,ENPHASE ENERGY INC,11,3,29355A10,205
85348,32093,2022-12-30,128.08,281688.0,36078599.04000001,YUM,YUM BRANDS INC,11,1,98849810,206
79323,29870,2022-12-30,135.60001,265210.0,35962478.6521,ALL,ALLSTATE CORP,11,1,02000210,207
23819,20868,2022-12-30,39.35,908047.0,35731649.45,HAL,HALLIBURTON CO,11,1,40621610,208
81055,30513,2022-12-30,92.96,381699.0,35482739.04,COF,CAPITAL ONE FINANCIAL CORP,11,1,14040H10,209
18428,56668,2022-12-30,50.39,703759.0,35462416.01,DOW,DOW INC,11,1,26055710,210
20190,57588,2022-12-30,85.5,408000.0,34884000.0,ABNB,AIRBNB INC,11,3,00906610,211
19285,57036,2022-12-30,41.25,836262.0,34495807.5,CARR,CARRIER GLOBAL CORP,11,1,14448C10,212
60506,3487,2022-12-30,98.97,347768.0,34418598.96,PCAR,PACCAR INC,11,3,69371810,213
91152,50481,2022-12-30,629.65002,54375.0,34237219.8375,TDG,TRANSDIGM GROUP INC,11,1,89364110,214
14338,54672,2022-12-30,126.36,270456.0,34174820.16,HLT,HILTON WORLDWIDE HOLDINGS INC,11,1,43300A20,215
41080,20543,2022-12-30,242.28999,141022.0,34168218.96978,CMI,CUMMINS INC,11,1,23102110,216
16851,56027,2022-12-30,68.63,496789.0,34094629.07,DD,DUPONT DE NEMOURS INC,11,1,26614N10,217
81540,13650,2022-12-30,165.71001,205669.0,34081412.04669,ABC,AMERISOURCEBERGEN CORP,11,1,03073E10,218
16600,20906,2022-12-30,231.57001,146969.0,34033612.79969,HSY,HERSHEY CO,11,1,42786610,219
11404,20499,2022-12-30,95.31,354863.0,33821992.53,ED,CONSOLIDATED EDISON INC,11,1,20911510,220
76709,10989,2022-12-30,407.95999,82894.0,33817435.41106,IDXX,I D E X X LABORATORIES INC,11,3,45168D10,221
34817,21308,2022-12-30,131.81,256544.0,33815064.64,NUE,NUCOR CORP,11,1,67034610,222
13628,54213,2022-12-30,167.33,202000.0,33800660.0,WDAY,WORKDAY INC,11,3,98138H10,223
15826,55474,2022-12-30,62.84,537420.0,33771472.800000004,SQ,BLOCK INC,11,1,85223410,224
75828,10303,2022-12-30,122.18,275000.0,33599500.0,EA,ELECTRONIC ARTS INC,11,3,28551210,225
90880,47422,2022-12-30,311.37,106417.0,33135061.29,AMP,AMERIPRISE FINANCIAL INC,11,1,03076C10,226
19286,57037,2022-12-30,78.31,416586.0,32622849.66,OTIS,OTIS WORLDWIDE CORP,11,1,68902V10,227
13688,21356,2022-12-30,16.26,1987700.0,32320002.000000004,PCG,P G & E CORP,11,1,69331C10,228
85621,32158,2022-12-30,1445.44995,22294.0,32224861.1853,MTD,METTLER TOLEDO INTERNATIONAL INC,11,1,59268810,229
19502,21881,2022-12-30,37.36,862504.0,32223149.44,WBA,WALGREENS BOOTS ALLIANCE INC,11,3,93142710,230
85257,32054,2022-12-30,139.72,229654.0,32087256.88,AME,AMETEK INC NEW,11,1,03110010,231
88446,37938,2022-12-30,202.2,158000.0,31947600.0,ILMN,ILLUMINA INC,11,3,45232710,232
16678,21068,2022-12-30,44.58,715822.0,31911344.759999998,KR,KROGER CO,11,1,50104410,233
88360,37731,2022-12-30,37.04,853200.0,31602528.0,MRVL,MARVELL TECHNOLOGY INC,11,3,57387410,234
86288,16188,2022-12-30,77.28,406671.0,31427534.88,CSGP,COSTAR GROUP INC,11,3,22160N10,235
81481,13603,2022-12-30,141.44,221184.0,31284264.96,DLTR,DOLLAR TREE INC,11,3,25674610,236
77037,11161,2022-12-30,283.78,110223.0,31279082.939999998,ODFL,OLD DOMINION FREIGHT LINE INC,11,3,67958010,237
77661,11559,2022-12-30,89.14,344548.0,30713008.72,DHI,D R HORTON INC,11,1,23331A10,238
14939,55033,2022-12-30,171.07001,178795.0,30586462.43795,KEYS,KEYSIGHT TECHNOLOGIES INC,11,1,49338L10,239
23712,21458,2022-12-30,61.27,498950.0,30570666.5,PEG,PUBLIC SERVICE ENTERPRISE GP INC,11,1,74457310,240
81736,13753,2022-12-30,208.13,146484.0,30487714.919999998,RMD,RESMED INC,11,1,76115210,241
90601,46282,2022-12-30,61.35,491592.0,30159169.2,NDAQ,NASDAQ INC,11,3,63110310,242
75034,20253,2022-12-30,29.53,1006000.0,29707180.0,BKR,BAKER HUGHES CO,11,3,05722G10,243
